location,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697
variable,Temperature,Temperature,Temperature
unit,°C,°C,°C
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected
resolution,daily,daily,daily
aggregation,Maximum,Minimum,Mean
timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected]
20141026T0000,17.23053,10.520529,13.49553
20141027T0000,16.71053,6.6105285,11.283446
20141028T0000,15.890529,5.6005287,10.480945
20141029T0000,16.30053,7.7305284,11.703446
20141030T0000,17.500528,9.970529,13.2555275
20141031T0000,19.510529,8.660529,13.342613
20141101T0000,19.56053,11.450529,14.845529
20141102T0000,18.100529,9.920529,13.587613
20141103T0000,17.910528,10.3005295,14.066779
20141104T0000,14.950529,9.210529,12.012614
20141105T0000,8.930529,6.4005284,7.7555294
20141106T0000,10.0505295,5.2505283,7.415945
20141107T0000,14.980529,1.5305287,7.6426125
20141108T0000,13.610529,5.0605288,8.855946
20141109T0000,14.890529,3.9005284,8.966779
20141110T0000,11.910529,8.310529,9.647197
20141111T0000,15.620529,6.6805286,10.455946
20141112T0000,13.270529,8.710529,10.188029
20141113T0000,13.460529,7.2805285,10.207612
20141114T0000,15.270529,4.8105288,9.432196
20141115T0000,12.260529,8.220529,9.716364
20141116T0000,13.540529,7.7005286,10.217612
20141117T0000,12.080529,5.5005283,9.050945
20141118T0000,11.030529,5.3005285,8.185529
20141119T0000,10.600529,5.9505286,8.521779
20141120T0000,11.980529,1.1905286,6.438862
20141121T0000,13.390529,6.9105287,9.563446
20141122T0000,15.0505295,6.6805286,9.960946
20141123T0000,15.830529,5.5105286,9.472612
20141124T0000,15.370529,8.660529,11.495529
20141125T0000,12.380529,7.8805285,9.287196
20141126T0000,12.620529,6.7405286,9.147613
20141127T0000,13.740529,6.040529,9.320946
20141128T0000,13.260529,5.0005283,8.097612
20141129T0000,7.2705283,2.3205285,4.0767784
20141130T0000,6.7705283,0.37052867,3.2630289
20141201T0000,5.6205287,0.5105286,2.7942784
20141202T0000,4.2805285,1.8805287,3.2384455
20141203T0000,6.1805286,1.8005286,3.5626116
20141204T0000,7.2405286,1.8305286,3.9176118
20141205T0000,6.0805287,0.50052863,3.3134453
20141206T0000,5.4305286,2.8505285,4.0534453
20141207T0000,4.7105284,2.0805285,3.4521952
20141208T0000,5.4405284,2.1805286,4.055945
20141209T0000,4.9405284,0.78052866,2.1788619
20141210T0000,6.4405284,-0.069471344,3.1380284
20141211T0000,8.220529,3.6105285,5.8792787
20141212T0000,11.310529,3.6505284,7.625113
20141213T0000,13.570529,5.6205287,9.8630295
20141214T0000,11.810529,9.230529,10.227196
20141215T0000,11.940529,5.8305287,9.125529
20141216T0000,9.100529,4.4205284,6.2971954
20141217T0000,8.430529,4.0505285,6.297611
20141218T0000,12.400529,7.0105286,10.146779
20141219T0000,13.650529,9.640529,11.540528
20141220T0000,9.720529,4.8905287,6.430946
20141221T0000,7.1805286,1.6605287,4.9055285
20141222T0000,8.3005295,1.2705287,4.4242787
20141223T0000,8.680529,3.1505284,5.340945
20141224T0000,9.240529,4.5905285,6.545528
20141225T0000,8.680529,3.3505285,6.3834457
20141226T0000,4.2305284,-0.51947135,1.8076121
20141227T0000,5.3305287,-0.45947134,2.3771951
20141228T0000,1.3105286,-5.5794716,-1.5957214
20141229T0000,0.29052866,-9.249471,-4.1140547
20141230T0000,2.5905285,-3.6394715,-0.23905478
20141231T0000,4.0505285,-1.5694714,0.40677857
20150101T0000,4.2805285,-1.9994713,0.40927863
20150102T0000,6.790529,-0.51947135,2.6963618
20150103T0000,10.510529,0.31052867,5.295529
20150104T0000,9.910529,2.1005285,3.8384454
20150105T0000,6.1205287,-0.93947136,1.5396954
20150106T0000,6.6605287,-0.26947135,3.3471956
20150107T0000,7.9205284,2.7705286,4.895945
20150108T0000,10.520529,2.1405284,7.023029
20150109T0000,12.180529,6.4205284,9.085111
20150110T0000,15.370529,11.530529,13.318028
20150111T0000,9.280529,3.8305285,5.2121954
20150112T0000,12.150529,2.6905286,6.3617783
20150113T0000,12.250529,3.5405285,8.108862
20150114T0000,10.660529,4.2605286,7.830528
20150115T0000,13.200529,4.3005285,8.567611
20150116T0000,12.610529,5.3205285,8.228445
20150117T0000,5.8505287,-0.64947134,3.832195
20150118T0000,5.6505284,-1.1194713,1.3742787
20150119T0000,5.5505285,-0.8594713,2.5496953
20150120T0000,3.8805285,1.1605287,2.2842786
20150121T0000,5.9405284,0.40052867,2.2792785
20150122T0000,4.4705286,-1.3594713,0.9830286
20150123T0000,3.8505285,0.020528657,2.0055287
20150124T0000,3.3105285,-0.76947135,0.9971954
20150125T0000,4.0805287,-0.94947135,1.330112
20150126T0000,4.0505285,1.3505287,2.7630289
20150127T0000,5.1505284,1.9405286,3.300112
20150128T0000,6.5705285,1.3405286,3.7938616
20150129T0000,7.3405285,1.5505286,4.888445
20150130T0000,5.1105285,-0.41947132,2.542195
20150131T0000,5.2305284,0.53052866,2.5530286
20150201T0000,3.6205285,0.43052867,1.573862
20150202T0000,3.0505285,-0.26947135,1.266362
20150203T0000,4.4205284,-1.3594713,1.0817785
20150204T0000,2.5205286,-1.8194714,-0.14780466
20150205T0000,1.6905286,-1.9094714,-0.024888018
20150206T0000,2.1705287,-1.7294713,-0.104471385
20150207T0000,2.5905285,-3.6894715,-0.97697157
20150208T0000,3.3205285,-2.7394714,-0.2065547
20150209T0000,5.6305285,-1.3294713,1.9305286
20150210T0000,6.4505286,-1.8094714,2.2484453
20150211T0000,9.160529,-0.50947136,3.3405292
20150212T0000,11.130529,-0.19947135,4.997612
20150213T0000,11.990529,3.6205285,6.933445
20150214T0000,10.290529,6.0205283,7.9555287
20150215T0000,10.130529,3.5805285,6.8313622
20150216T0000,8.850529,2.0705285,4.6071954
20150217T0000,7.5805287,1.3405286,3.5746953
20150218T0000,6.5905285,-0.32947135,2.580112
20150219T0000,7.7005286,-0.45947134,3.1526117
20150220T0000,13.100529,2.7205286,6.1609454
20150221T0000,5.8305287,3.3305285,4.4792786
20150222T0000,7.0105286,2.8305285,4.4196954
20150223T0000,10.870529,0.7705287,4.9909453
20150224T0000,7.5305285,3.9005284,5.275111
20150225T0000,8.200529,2.0605285,4.7830286
20150226T0000,10.130529,2.2205286,5.7463613
20150227T0000,6.2505283,3.5005286,4.6230283
20150228T0000,7.2205286,0.68052864,3.4267786
20150301T0000,11.600529,2.5305285,7.9817786
20150302T0000,11.270529,3.5105286,7.910112
20150303T0000,10.640529,0.39052868,5.821779
20150304T0000,6.9805284,2.8105285,4.6017785
20150305T0000,6.8305287,0.87052864,3.2213619
20150306T0000,9.270529,2.1505284,5.1534452
20150307T0000,14.110529,0.78052866,6.685112
20150308T0000,14.960529,4.8205285,10.071778
20150309T0000,14.890529,7.3905287,11.077613
20150310T0000,14.360529,6.6105285,10.374278
20150311T0000,11.140529,5.0705285,8.848862
20150312T0000,10.750529,0.16052866,5.1155286
20150313T0000,11.180529,-0.10947134,5.1417785
20150314T0000,10.740529,-0.41947132,4.5071955
20150315T0000,11.310529,0.25052866,5.238029
20150316T0000,15.5505295,2.6705287,8.696778
20150317T0000,17.62053,3.3805285,10.343028
20150318T0000,17.670528,8.470529,12.025947
20150319T0000,14.570529,7.4005284,10.715528
20150320T0000,15.580529,4.1805286,10.007612
20150321T0000,13.150529,6.4005284,9.567613
20150322T0000,12.140529,3.8205285,7.996779
20150323T0000,13.570529,4.5705285,9.007196
20150324T0000,15.660529,5.6005287,10.792611
20150325T0000,11.440529,7.9105287,9.459279
20150326T0000,11.370529,5.0605288,8.161779
20150327T0000,10.940529,3.9905286,7.525945
20150328T0000,14.290529,3.2405286,8.548028
20150329T0000,13.650529,8.840529,10.865528
20150330T0000,10.870529,8.240529,9.320529
20150331T0000,11.920529,7.2105284,10.028029
20150401T0000,7.3205285,3.7305286,5.608446
20150402T0000,9.290529,4.9005284,6.509279
20150403T0000,12.870529,1.4805287,7.210112
20150404T0000,9.080529,4.3605285,6.341362
20150405T0000,9.880529,1.4005287,5.620112
20150406T0000,9.870529,0.7005287,5.0113626
20150407T0000,12.080529,-0.37947133,6.0355287
20150408T0000,15.370529,2.9605286,9.199696
20150409T0000,19.270529,3.9005284,11.988029
20150410T0000,20.12053,9.210529,14.563445
20150411T0000,16.660528,9.410529,13.473446
20150412T0000,18.910528,9.480529,14.304696
20150413T0000,19.89053,8.140529,14.6321945
20150414T0000,20.55053,9.170529,14.780528
20150415T0000,24.12053,8.760529,16.565945
20150416T0000,21.21053,11.000529,15.962196
20150417T0000,16.72053,10.370529,13.694697
20150418T0000,13.960529,5.1305285,10.125112
20150419T0000,17.440529,1.9705287,9.949279
20150420T0000,18.56053,4.8005285,11.121779
20150421T0000,21.56053,5.8505287,13.260531
20150422T0000,20.350529,7.0705285,13.011363
20150423T0000,17.63053,4.5705285,11.679278
20150424T0000,20.55053,5.3505287,13.877613
20150425T0000,19.05053,9.920529,14.275528
20150426T0000,18.330528,11.230529,14.697612
20150427T0000,17.37053,11.100529,14.124696
20150428T0000,13.640529,7.3105288,10.320946
20150429T0000,17.270529,4.2105284,11.359695
20150430T0000,15.430529,8.740529,12.501365
20150501T0000,15.440529,7.5205283,11.65553
20150502T0000,17.170528,8.940529,12.613029
20150503T0000,22.280529,12.0505295,17.060944
20150504T0000,22.48053,14.710529,18.378445
20150505T0000,24.110529,14.670529,19.24053
20150506T0000,18.260529,10.870529,14.77428
20150507T0000,17.14053,9.520529,13.348027
20150508T0000,23.55053,10.010529,16.753862
20150509T0000,19.430529,12.130529,16.018446
20150510T0000,21.860529,9.430529,16.178446
20150511T0000,26.160528,11.350529,19.654694
20150512T0000,28.79053,15.390529,22.145948
20150513T0000,25.190529,13.880529,19.528862
20150514T0000,21.090528,12.180529,17.987196
20150515T0000,11.530529,7.9905286,10.174695
20150516T0000,20.840528,8.350529,14.448445
20150517T0000,19.580528,11.790529,15.338444
20150518T0000,22.46053,10.480529,16.11761
20150519T0000,16.21053,10.990529,13.657196
20150520T0000,11.470529,8.450529,10.112613
20150521T0000,15.750529,6.9105287,11.08303
20150522T0000,18.750528,7.1505284,12.768864
20150523T0000,17.340528,9.030529,13.7346945
20150524T0000,19.32053,10.590529,15.340528
20150525T0000,17.260529,12.320529,14.865948
20150526T0000,14.570529,8.990529,12.073863
20150527T0000,16.940529,6.5205283,12.010112
20150528T0000,22.330528,8.420529,15.740529
20150529T0000,21.840528,12.600529,17.101362
20150530T0000,18.280529,11.510529,15.521777
20150531T0000,22.270529,10.220529,17.347614
20150601T0000,19.79053,13.830529,17.520948
20150602T0000,25.46053,13.580529,19.774696
20150603T0000,25.250528,15.190529,21.241781
20150604T0000,27.80053,14.540529,21.253445
20150605T0000,31.21053,18.190529,25.305944
20150606T0000,29.510529,19.690529,25.008865
20150607T0000,25.21053,15.440529,20.689695
20150608T0000,21.100529,13.560529,16.594698
20150609T0000,20.56053,12.380529,15.840111
20150610T0000,24.840528,11.670529,18.686779
20150611T0000,27.20053,16.37053,21.954697
20150612T0000,28.37053,15.540529,21.194279
20150613T0000,24.64053,16.330528,20.648863
20150614T0000,23.830528,17.360529,20.275114
20150615T0000,19.15053,15.520529,17.135527
20150616T0000,20.010529,13.210529,16.256779
20150617T0000,21.350529,9.280529,15.985528
20150618T0000,20.39053,12.130529,17.000528
20150619T0000,19.62053,11.530529,15.889694
20150620T0000,16.110529,12.370529,14.4863615
20150621T0000,20.770529,9.840529,15.406779
20150622T0000,23.670528,13.310529,18.75178
20150623T0000,18.110529,11.440529,14.69303
20150624T0000,22.38053,8.980529,16.537613
20150625T0000,24.520529,13.400529,19.67428
20150626T0000,26.660528,15.370529,21.668863
20150627T0000,27.490528,17.190529,21.520945
20150628T0000,26.010529,14.500529,20.389696
20150629T0000,28.57053,16.750528,23.146782
20150630T0000,30.170528,17.65053,24.317612
20150701T0000,32.85053,18.80053,26.345528
20150702T0000,35.060528,20.780529,28.118858
20150703T0000,35.130527,24.29053,29.53553
20150704T0000,35.10053,23.940529,29.497612
20150705T0000,36.700527,23.580528,30.022194
20150706T0000,29.180529,20.580528,24.85303
20150707T0000,35.12053,19.330528,28.042612
20150708T0000,23.770529,16.860529,20.883446
20150709T0000,22.38053,14.520529,18.629694
20150710T0000,25.990528,10.370529,18.87678
20150711T0000,29.90053,14.160529,22.760946
20150712T0000,27.000528,17.110529,22.402197
20150713T0000,25.98053,18.47053,22.152197
20150714T0000,27.910528,18.000528,23.16761
20150715T0000,29.57053,17.96053,24.090948
20150716T0000,32.200527,19.71053,26.164282
20150717T0000,33.650528,21.190529,27.73136
20150718T0000,28.23053,21.39053,25.505945
20150719T0000,31.030529,19.260529,24.748026
20150720T0000,29.990528,17.22053,24.292196
20150721T0000,32.12053,19.48053,26.49511
20150722T0000,33.62053,20.510529,26.883026
20150723T0000,23.770529,18.660528,21.327196
20150724T0000,30.06053,17.63053,24.214693
20150725T0000,22.15053,15.460529,20.045528
20150726T0000,20.65053,12.420529,16.596363
20150727T0000,23.270529,15.8005295,19.325113
20150728T0000,22.760529,15.130529,18.91553
20150729T0000,19.030529,14.360529,16.84303
20150730T0000,20.750528,11.610529,16.382612
20150731T0000,24.520529,9.860529,17.877611
20150801T0000,24.410528,14.700529,19.510946
20150802T0000,27.260529,17.13053,21.780945
20150803T0000,31.170528,16.07053,24.03345
20150804T0000,25.760529,17.500528,21.85386
20150805T0000,30.180529,16.05053,23.451782
20150806T0000,34.30053,18.930529,27.42678
20150807T0000,35.77053,21.420528,28.555529
20150808T0000,32.51053,22.54053,27.654696
20150809T0000,26.57053,19.490528,21.492613
20150810T0000,25.29053,18.46053,21.835947
20150811T0000,28.65053,18.010529,23.384697
20150812T0000,30.930529,19.82053,25.508863
20150813T0000,32.14053,19.250528,24.83886
20150814T0000,26.06053,18.010529,21.370943
20150815T0000,19.430529,15.740529,17.41553
20150816T0000,18.65053,14.100529,16.007612
20150817T0000,21.330528,13.160529,17.796362
20150818T0000,22.65053,11.500529,17.602612
20150819T0000,21.500528,12.590529,17.020115
20150820T0000,23.45053,12.920529,18.074696
20150821T0000,24.80053,13.310529,19.107613
20150822T0000,26.280529,12.850529,19.77553
20150823T0000,25.410528,14.240529,18.429695
20150824T0000,21.37053,15.710529,17.548029
20150825T0000,22.21053,11.100529,17.243864
20150826T0000,27.590528,12.640529,20.170944
20150827T0000,30.360529,15.920529,23.626783
20150828T0000,30.930529,21.080528,25.920113
20150829T0000,31.690529,18.160528,25.70678
20150830T0000,32.33053,22.160528,27.209696
20150831T0000,32.35053,20.81053,26.175116
20150901T0000,25.760529,14.870529,20.459282
20150902T0000,21.670528,13.440529,17.208029
20150903T0000,19.65053,12.560529,16.690111
20150904T0000,21.000528,13.030529,16.407614
20150905T0000,18.23053,11.440529,14.685946
20150906T0000,16.580528,9.820529,13.273862
20150907T0000,18.64053,8.410529,13.630947
20150908T0000,22.010529,8.880529,14.950943
20150909T0000,21.940529,7.8505287,14.765111
20150910T0000,20.920528,7.7705283,14.297195
20150911T0000,23.420528,8.970529,16.344282
20150912T0000,27.490528,13.920529,19.814695
20150913T0000,25.780529,15.010529,19.863445
20150914T0000,21.70053,12.920529,16.933863
20150915T0000,19.490528,10.000529,15.308029
20150916T0000,26.860529,14.3005295,18.878447
20150917T0000,20.410528,12.190529,15.8213625
20150918T0000,19.71053,9.910529,14.939279
20150919T0000,16.30053,10.530529,13.800114
20150920T0000,18.06053,10.400529,13.552196
20150921T0000,20.410528,7.7505283,14.448863
20150922T0000,19.45053,11.510529,15.1146965
20150923T0000,14.330529,9.190529,11.889694
20150924T0000,18.72053,10.900529,14.172196
20150925T0000,19.80053,9.390529,14.430946
20150926T0000,20.47053,10.600529,14.645111
20150927T0000,19.180529,7.3605285,12.777612
20150928T0000,17.680529,3.8005285,10.826363
20150929T0000,17.89053,3.0905285,11.311362
20150930T0000,18.15053,4.9505286,11.228862
20151001T0000,17.70053,3.9505286,10.260113
20151002T0000,19.45053,6.040529,12.679278
20151003T0000,20.54053,10.780529,15.528861
20151004T0000,17.780529,11.060529,14.153029
20151005T0000,21.750528,10.020529,15.747196
20151006T0000,23.79053,12.590529,17.063028
20151007T0000,17.500528,12.310529,14.573863
20151008T0000,16.97053,10.350529,13.213448
20151009T0000,18.32053,9.420529,13.293446
20151010T0000,17.62053,8.440529,11.859695
20151011T0000,17.030529,6.8405285,11.274695
20151012T0000,15.010529,4.5905285,9.982612
20151013T0000,14.030529,5.790529,9.654279
20151014T0000,9.580529,3.1005285,6.376779
20151015T0000,8.580529,3.0105286,5.3463616
20151016T0000,10.840529,3.8805285,6.9571953
20151017T0000,11.220529,3.9105287,7.283029
20151018T0000,12.470529,7.0005283,8.923862
20151019T0000,11.650529,4.3305287,7.7442784
20151020T0000,13.030529,1.6305287,7.0126133
20151021T0000,13.0505295,6.9605284,9.876363
20151022T0000,12.320529,7.1005287,9.832613
20151023T0000,16.350529,9.530529,11.860112
20151024T0000,20.12053,5.9105287,13.138446
20151025T0000,17.770529,10.430529,14.483863
20151026T0000,17.660528,8.080529,12.523028
20151027T0000,17.57053,8.780529,12.600947
20151028T0000,19.71053,10.480529,14.097196
20151029T0000,15.480529,9.070529,12.181362
20151030T0000,16.98053,7.9705286,11.276779
20151031T0000,16.860529,8.650529,11.88678
20151101T0000,16.21053,6.4905286,10.904695
20151102T0000,15.170529,3.9805286,9.881779
20151103T0000,14.880529,3.4405286,9.959696
20151104T0000,18.46053,8.960529,12.948447
20151105T0000,18.410528,10.320529,12.852197
20151106T0000,20.05053,9.0505295,14.107613
20151107T0000,21.04053,13.530529,16.656778
20151108T0000,21.270529,13.190529,16.001364
20151109T0000,19.89053,11.910529,15.285947
20151110T0000,15.530529,6.2405286,12.116778
20151111T0000,14.990529,5.0105286,9.704696
20151112T0000,14.650529,8.010529,10.484695
20151113T0000,15.590529,8.250529,11.606778
20151114T0000,12.190529,6.3005285,9.825112
20151115T0000,17.830528,8.120529,12.437612
20151116T0000,16.920528,7.7705283,11.231361
20151117T0000,16.40053,7.1205287,12.767612
20151118T0000,16.080528,9.810529,13.07011
20151119T0000,16.46053,10.920529,13.716362
20151120T0000,15.790529,6.4505286,13.561362
20151121T0000,6.8305287,1.2405287,4.580113
20151122T0000,4.5705285,1.2105286,2.3955286
20151123T0000,4.2105284,-0.14947134,1.5430287
20151124T0000,6.040529,-0.93947136,2.1492789
20151125T0000,7.1905284,3.2405286,5.0205283
20151126T0000,5.7805285,3.3105285,4.311362
20151127T0000,4.6405287,-0.75947136,2.2059453
20151128T0000,5.9905286,-0.41947132,2.8484457
20151129T0000,10.120529,2.6805286,6.8246956
20151130T0000,11.970529,8.600529,9.987197
20151201T0000,12.040529,7.040529,9.745528
20151202T0000,11.590529,5.0305285,8.205946
20151203T0000,10.3005295,3.7805285,6.0488625
20151204T0000,8.900529,4.5705285,6.6759453
20151205T0000,9.460529,6.1105285,7.3555293
20151206T0000,14.390529,6.3105288,9.407196
20151207T0000,12.520529,5.4805284,8.563029
20151208T0000,11.450529,4.9505286,7.7196956
20151209T0000,9.240529,4.6905284,7.498447
20151210T0000,8.590529,1.3305286,4.248862
20151211T0000,9.670529,1.9605286,5.520946
20151212T0000,10.960529,2.4105287,6.728029
20151213T0000,8.760529,2.7105286,5.8480287
20151214T0000,10.510529,3.2405286,5.8921947
20151215T0000,10.730529,3.9205287,7.426779
20151216T0000,15.560529,7.9805284,11.756363
20151217T0000,15.100529,8.360529,11.285529
20151218T0000,13.260529,8.010529,9.952613
20151219T0000,13.130529,6.6905284,9.393029
20151220T0000,12.450529,5.1005287,8.848029
20151221T0000,13.180529,6.2605286,10.0834465
20151222T0000,12.290529,5.4905286,8.555945
20151223T0000,13.340529,6.9005284,9.635946
20151224T0000,14.000529,5.5605288,9.850529
20151225T0000,12.410529,6.8505287,9.621779
20151226T0000,12.100529,4.7805285,8.147197
20151227T0000,11.680529,4.5305285,7.4384446
20151228T0000,11.150529,1.1305287,5.8201118
20151229T0000,9.890529,3.0705285,7.0196958
20151230T0000,10.090529,1.9705287,6.732197
20151231T0000,11.290529,1.5605286,7.19553
20160101T0000,8.600529,5.4705286,6.7721944
20160102T0000,8.150529,3.8405285,5.8359456
20160103T0000,9.710529,4.2205286,6.648028
20160104T0000,8.430529,3.9205287,6.5426116
20160105T0000,8.750529,2.8805285,5.888862
20160106T0000,8.890529,2.3505285,5.6017795
20160107T0000,9.890529,1.9605286,5.373862
20160108T0000,10.990529,4.1005287,6.956362
20160109T0000,12.180529,5.9205284,8.474278
20160110T0000,9.870529,6.7505283,8.2363615
20160111T0000,9.480529,4.9905286,6.9234447
20160112T0000,7.4305286,3.5105286,5.523445
20160113T0000,4.6105285,0.18052867,2.9438617
20160114T0000,5.0105286,-1.6494713,1.3396953
20160115T0000,4.020529,-0.029471342,1.5676118
20160116T0000,3.3105285,-0.8094713,1.2201121
20160117T0000,2.0905285,-3.4394715,-0.32863805
20160118T0000,1.8205286,-4.8894715,-1.5132213
20160119T0000,5.9605284,-0.18947133,2.6105287
20160120T0000,3.9505286,0.68052864,2.5430286
20160121T0000,4.4705286,-1.1094713,0.8696954
20160122T0000,5.8505287,-1.8594713,1.8667785
20160123T0000,9.160529,2.7105286,6.44803
20160124T0000,10.350529,0.39052868,5.335945
20160125T0000,12.210529,4.5905285,8.213029
20160126T0000,12.720529,6.0605288,8.965945
20160127T0000,14.000529,5.8205285,10.395113
20160128T0000,13.230529,8.750529,10.814696
20160129T0000,10.430529,6.5105286,8.296779
20160130T0000,12.260529,4.4005284,8.169696
20160131T0000,12.320529,5.8205285,9.289279
20160201T0000,13.440529,9.880529,11.500945
20160202T0000,13.650529,9.000529,11.005944
20160203T0000,10.100529,2.8505285,5.200112
20160204T0000,6.6405287,2.6005285,4.4538617
20160205T0000,12.530529,4.1605287,8.447194
20160206T0000,15.200529,0.7005287,6.719279
20160207T0000,7.2705283,0.92052865,4.3117785
20160208T0000,12.410529,2.8305285,7.6601124
20160209T0000,11.720529,4.1405287,8.656779
20160210T0000,6.2005286,0.85052866,3.0055282
20160211T0000,7.1105285,0.25052866,3.6267784
20160212T0000,7.7405286,0.40052867,4.119695
20160213T0000,9.820529,2.4705286,6.3321953
20160214T0000,8.400529,5.040529,6.120112
20160215T0000,4.9705286,1.4105287,3.4730284
20160216T0000,7.7405286,0.7705287,3.6392782
20160217T0000,6.0805287,-1.3194714,2.2596953
20160218T0000,10.570529,0.79052866,4.797195
20160219T0000,6.2605286,1.5705286,4.371779
20160220T0000,10.090529,1.4505286,5.7721953
20160221T0000,14.5505295,10.340529,11.83678
20160222T0000,15.220529,8.710529,11.545114
20160223T0000,11.160529,3.2305286,7.695111
20160224T0000,8.740529,-0.50947136,3.8167784
20160225T0000,5.5005283,1.3205286,3.283028
20160226T0000,7.7805285,-0.35947132,3.2084453
20160227T0000,11.080529,0.93052864,4.706779
20160228T0000,9.450529,-0.22947133,4.2801123
20160229T0000,4.1505284,0.72052866,2.588862
20160301T0000,7.6505284,0.35052866,3.6980286
20160302T0000,10.110529,2.9805286,6.701779
20160303T0000,5.3505287,0.87052864,3.5617788
20160304T0000,8.340529,-0.14947134,4.4113617
20160305T0000,7.6305285,1.5205287,5.1642785
20160306T0000,5.2505283,-0.22947133,2.6863616
20160307T0000,6.8405285,0.10052866,3.485945
20160308T0000,5.5705285,0.29052866,2.9313622
20160309T0000,9.210529,-1.0094713,3.8621957
20160310T0000,11.450529,1.2205287,5.152612
20160311T0000,11.400529,0.74052864,5.0067787
20160312T0000,10.740529,-0.21947134,5.0476127
20160313T0000,11.180529,3.3405285,6.988029
20160314T0000,11.780529,2.6205285,6.294695
20160315T0000,9.880529,-0.96947134,3.2313623
20160316T0000,11.950529,0.61052865,5.4101124
20160317T0000,11.110529,-0.009471342,5.428862
20160318T0000,13.900529,2.6405284,8.215945
20160319T0000,12.520529,4.2005286,7.9792786
20160320T0000,11.660529,3.6205285,6.583445
20160321T0000,11.390529,3.2405286,6.595946
20160322T0000,12.350529,1.5305287,6.5151134
20160323T0000,10.020529,-0.17947134,5.3109455
20160324T0000,11.530529,2.0305285,6.8151116
20160325T0000,10.060529,6.4205284,8.308862
20160326T0000,16.80053,6.5105286,10.640111
20160327T0000,12.500529,4.1405287,9.410947
20160328T0000,13.970529,2.5105286,9.194696
20160329T0000,14.5505295,6.8505287,10.66803
20160330T0000,17.850529,9.480529,13.460114
20160331T0000,22.98053,5.1005287,14.51928
20160401T0000,12.920529,7.9805284,10.107613
20160402T0000,20.910528,5.8905287,13.313029
20160403T0000,20.82053,11.120529,16.27261
20160404T0000,17.87053,11.910529,14.870948
20160405T0000,15.360529,10.070529,12.642197
20160406T0000,15.470529,8.590529,11.779696
20160407T0000,10.780529,6.3005285,8.3646965
20160408T0000,11.260529,5.2705283,8.141362
20160409T0000,12.290529,6.1705284,9.768862
20160410T0000,16.89053,5.7405286,11.327194
20160411T0000,18.590528,5.7605286,12.589279
20160412T0000,19.250528,8.970529,14.015113
20160413T0000,14.030529,8.970529,11.646363
20160414T0000,16.270529,7.5705285,11.654696
20160415T0000,15.990529,7.9705286,12.166362
20160416T0000,17.830528,10.170529,13.857614
20160417T0000,14.840529,6.0505285,10.370528
20160418T0000,9.860529,6.0905285,7.628446
20160419T0000,15.310529,4.6005287,9.527613
20160420T0000,18.940529,3.8405285,11.496779
20160421T0000,20.690529,4.2805285,13.453031
20160422T0000,17.490528,11.310529,14.828448
20160423T0000,14.470529,5.9305286,10.589278
20160424T0000,9.630529,0.86052865,5.2988625
20160425T0000,9.940529,-0.59947133,5.2921953
20160426T0000,7.790529,3.4605286,6.0809445
20160427T0000,8.080529,1.3405286,4.548445
20160428T0000,11.780529,2.3705285,7.4521956
20160429T0000,14.900529,4.5305285,10.318444
20160430T0000,17.13053,5.5605288,10.923862
20160501T0000,12.410529,4.8705287,8.161363
20160502T0000,17.05053,6.540529,12.036778
20160503T0000,15.150529,7.6705284,12.028862
20160504T0000,15.760529,4.1005287,10.525945
20160505T0000,19.64053,2.3405285,12.170945
20160506T0000,22.680529,8.680529,15.982612
20160507T0000,22.780529,11.380529,17.133862
20160508T0000,23.410528,8.660529,16.27178
20160509T0000,22.73053,9.760529,16.735115
20160510T0000,22.38053,13.760529,17.983448
20160511T0000,19.920528,11.0505295,14.951777
20160512T0000,16.23053,12.190529,13.505113
20160513T0000,15.560529,11.910529,13.799697
20160514T0000,14.640529,9.360529,12.844696
20160515T0000,12.330529,5.2305284,8.738862
20160516T0000,12.880529,4.4505286,9.313445
20160517T0000,16.580528,6.7605286,11.979279
20160518T0000,20.21053,8.150529,14.56303
20160519T0000,13.330529,9.020529,11.348863
20160520T0000,19.71053,4.9605284,13.564696
20160521T0000,24.32053,11.720529,18.29886
20160522T0000,26.260529,12.740529,18.76178
20160523T0000,11.580529,9.200529,10.450112
20160524T0000,15.860529,8.680529,11.688862
20160525T0000,21.07053,8.570529,15.476777
20160526T0000,24.15053,13.060529,19.362614
20160527T0000,25.490528,15.270529,20.479696
20160528T0000,25.20053,15.120529,19.996363
20160529T0000,18.760529,13.620529,16.39636
20160530T0000,18.920528,13.760529,16.19928
20160531T0000,18.62053,12.820529,15.234281
20160601T0000,19.910528,12.060529,16.218864
20160602T0000,20.020529,13.120529,15.547195
20160603T0000,16.64053,12.760529,14.940112
20160604T0000,19.780529,12.790529,16.124279
20160605T0000,19.250528,13.310529,16.505949
20160606T0000,24.430529,12.950529,18.938864
20160607T0000,23.90053,15.630529,19.56428
20160608T0000,19.670528,14.110529,17.057613
20160609T0000,20.930529,13.470529,17.534697
20160610T0000,23.670528,11.900529,18.479279
20160611T0000,19.660528,15.220529,17.714697
20160612T0000,17.22053,14.000529,15.904696
