location,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697
variable,Temperature,Temperature,Temperature
unit,°C,°C,°C
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected
resolution,daily,daily,daily
aggregation,Maximum,Minimum,Mean
timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected]
20110716T0000,24.37053,12.470529,19.042196
20110717T0000,20.780529,12.680529,17.194696
20110718T0000,18.80053,11.040529,15.537197
20110719T0000,21.46053,10.980529,14.832611
20110720T0000,17.530529,11.670529,14.296361
20110721T0000,16.95053,9.310529,14.077194
20110722T0000,17.56053,11.640529,15.157612
20110723T0000,17.690529,11.900529,14.402614
20110724T0000,16.31053,9.430529,12.977196
20110725T0000,19.97053,10.480529,15.695111
20110726T0000,20.56053,13.330529,16.766363
20110727T0000,18.73053,14.600529,16.936779
20110728T0000,18.840528,13.720529,16.855944
20110729T0000,21.79053,13.640529,17.99178
20110730T0000,20.490528,12.940529,17.304697
20110731T0000,20.940529,11.610529,16.45136
20110801T0000,23.55053,10.980529,17.614277
20110802T0000,27.31053,14.940529,21.77678
20110803T0000,25.430529,18.110529,21.072197
20110804T0000,24.64053,17.170528,21.068445
20110805T0000,22.14053,18.000528,20.696363
20110806T0000,26.97053,16.73053,21.235947
20110807T0000,21.520529,16.490528,19.126781
20110808T0000,17.98053,12.480529,16.126362
20110809T0000,18.14053,11.260529,14.638863
20110810T0000,19.22053,11.190529,15.340529
20110811T0000,24.490528,12.3005295,18.540945
20110812T0000,24.160528,13.310529,19.18761
20110813T0000,24.73053,15.030529,20.573862
20110814T0000,26.56053,18.06053,21.195528
20110815T0000,22.46053,17.31053,19.738861
20110816T0000,25.010529,14.970529,19.944695
20110817T0000,27.350529,15.460529,21.980947
20110818T0000,32.05053,19.670528,25.325113
20110819T0000,27.740528,20.750528,24.540947
20110820T0000,28.530529,17.500528,23.21678
20110821T0000,31.70053,18.62053,25.524694
20110822T0000,31.88053,21.45053,26.70053
20110823T0000,32.05053,20.13053,26.729696
20110824T0000,29.37053,20.610529,24.672613
20110825T0000,28.660528,18.000528,23.329697
20110826T0000,29.930529,13.140529,21.19053
20110827T0000,16.97053,11.380529,14.168031
20110828T0000,21.13053,10.5505295,15.85678
20110829T0000,20.38053,12.250529,16.960114
20110830T0000,20.770529,11.860529,16.02178
20110831T0000,22.54053,11.180529,16.861778
20110901T0000,24.920528,14.570529,20.243444
20110902T0000,27.30053,17.680529,22.372612
20110903T0000,28.330528,17.660528,23.27678
20110904T0000,22.72053,17.90053,19.832197
20110905T0000,19.760529,11.910529,16.869696
20110906T0000,21.490528,11.130529,16.293861
20110907T0000,21.090528,16.160528,18.112196
20110908T0000,21.520529,14.710529,17.793444
20110909T0000,24.57053,17.38053,21.133862
20110910T0000,28.30053,15.720529,22.29345
20110911T0000,26.37053,17.89053,21.217196
20110912T0000,23.32053,14.500529,18.83178
20110913T0000,23.97053,16.05053,19.812613
20110914T0000,20.160528,13.100529,16.681364
20110915T0000,20.21053,10.580529,15.045529
20110916T0000,24.46053,10.280529,17.92803
20110917T0000,23.010529,16.12053,19.28136
20110918T0000,16.920528,8.720529,13.693444
20110919T0000,13.630529,7.6605287,11.312195
20110920T0000,18.22053,7.8505287,13.347196
20110921T0000,20.04053,8.890529,14.827611
20110922T0000,20.56053,12.390529,16.144695
20110923T0000,20.40053,10.810529,15.174279
20110924T0000,23.000528,10.220529,17.361364
20110925T0000,23.830528,16.020529,19.617197
20110926T0000,23.590528,15.260529,19.438028
20110927T0000,24.270529,15.850529,19.665945
20110928T0000,24.73053,12.350529,17.478031
20110929T0000,23.910528,12.990529,18.232195
20110930T0000,22.860529,11.390529,18.050112
20111001T0000,23.55053,14.0505295,18.828032
20111002T0000,23.170528,14.110529,18.652613
20111003T0000,23.32053,14.360529,18.244696
20111004T0000,23.180529,13.510529,17.717611
20111005T0000,20.170528,14.580529,16.97178
20111006T0000,20.680529,11.650529,16.398447
20111007T0000,12.030529,8.270529,10.209279
20111008T0000,10.610529,7.9605284,9.250529
20111009T0000,13.990529,7.7805285,10.421363
20111010T0000,18.580528,9.390529,14.758862
20111011T0000,19.240528,12.900529,15.531779
20111012T0000,16.670528,11.5505295,13.947196
20111013T0000,16.410528,11.140529,13.406779
20111014T0000,14.230529,6.5305285,10.366778
20111015T0000,13.520529,3.1905286,7.578028
20111016T0000,15.310529,2.6505284,9.583862
20111017T0000,16.63053,6.9505286,12.154278
20111018T0000,20.670528,6.9105287,13.433861
20111019T0000,12.600529,3.8205285,6.3971944
20111020T0000,10.390529,4.6605287,7.3930283
20111021T0000,11.390529,2.2605286,5.5921955
20111022T0000,12.700529,1.4805287,6.491362
20111023T0000,13.620529,1.5905286,7.5334454
20111024T0000,13.250529,2.8905284,7.923445
20111025T0000,15.320529,7.1805286,10.905528
20111026T0000,14.720529,7.9705286,11.163863
20111027T0000,14.900529,5.9005284,10.338446
20111028T0000,16.47053,5.3505287,11.12053
20111029T0000,16.680529,7.2005286,12.783862
20111030T0000,16.06053,12.130529,14.180945
20111031T0000,15.960529,8.720529,12.546779
20111101T0000,17.20053,6.1105285,12.236362
20111102T0000,16.100529,6.4805284,12.005113
20111103T0000,16.46053,6.3905287,11.398861
20111104T0000,13.370529,8.830529,11.349694
20111105T0000,14.870529,8.5505295,11.539697
20111106T0000,15.060529,6.9005284,10.491361
20111107T0000,11.530529,7.9105287,9.696362
20111108T0000,14.270529,7.0105286,10.661778
20111109T0000,14.870529,4.7305284,10.114696
20111110T0000,12.470529,3.5105286,7.901779
20111111T0000,11.730529,2.6105285,6.801361
20111112T0000,13.620529,2.0905285,7.4346957
20111113T0000,11.770529,0.22052866,6.3067784
20111114T0000,9.870529,-1.3294713,4.161779
20111115T0000,9.290529,-2.9694715,2.9984448
20111116T0000,7.2505283,-3.1194715,2.770112
20111117T0000,11.190529,2.8705285,6.4251122
20111118T0000,11.450529,3.7405286,6.9130282
20111119T0000,11.520529,-0.12947133,6.181362
20111120T0000,12.320529,3.0405285,7.4317794
20111121T0000,11.720529,1.7405287,6.8401113
20111122T0000,10.020529,1.6005287,6.2680287
20111123T0000,8.410529,3.6805286,5.6413617
20111124T0000,6.1805286,-1.4294714,3.3255289
20111125T0000,8.040529,-1.1494713,3.191779
20111126T0000,7.6905284,2.6305285,5.271778
20111127T0000,10.090529,2.6805286,5.594279
20111128T0000,8.360529,4.020529,6.1801114
20111129T0000,11.8005295,1.4305286,6.910528
20111130T0000,12.820529,7.5005283,10.259279
20111201T0000,13.450529,3.7005286,8.498445
20111202T0000,13.170529,5.3005285,8.575112
20111203T0000,8.910529,5.0505285,6.968863
20111204T0000,12.980529,7.9805284,10.795529
20111205T0000,12.180529,3.9705286,7.0763626
20111206T0000,7.0105286,4.4205284,5.496779
20111207T0000,10.970529,5.0205283,8.192196
20111208T0000,9.840529,4.6505284,7.1484456
20111209T0000,12.910529,7.2205286,10.398028
20111210T0000,9.040529,4.0105286,6.223446
20111211T0000,8.370529,3.9605286,5.7521954
20111212T0000,9.390529,2.0505285,6.4742794
20111213T0000,10.730529,1.5505286,7.045112
20111214T0000,11.360529,5.6105285,8.713446
20111215T0000,7.7205286,5.1005287,6.377194
20111216T0000,10.010529,2.3805285,6.791779
20111217T0000,4.6705284,1.5005287,2.576362
20111218T0000,3.5705285,-0.5394713,2.1396952
20111219T0000,1.9805287,-3.2994714,-0.24863797
20111220T0000,4.0305285,-0.8594713,2.0942786
20111221T0000,4.9605284,2.3805285,3.802612
20111222T0000,9.000529,4.7605286,7.0476127
20111223T0000,8.720529,4.2805285,6.775945
20111224T0000,6.8505287,0.66052866,4.005529
20111225T0000,6.3005285,0.37052867,2.9134455
20111226T0000,6.7605286,1.7605287,3.881778
20111227T0000,5.7705283,1.7105286,3.2180288
20111228T0000,7.4205284,-0.35947132,3.1963618
20111229T0000,5.6105285,2.3405285,4.1317782
20111230T0000,4.7605286,3.2005286,3.8601122
20111231T0000,10.510529,2.4505286,6.8755283
20120101T0000,14.460529,8.130529,11.222196
20120102T0000,11.720529,5.5205283,8.943862
20120103T0000,10.3005295,0.84052867,6.128029
20120104T0000,9.620529,4.540529,6.891779
20120105T0000,9.320529,4.9205284,6.6588616
20120106T0000,5.790529,1.2905287,3.610945
20120107T0000,6.7005286,0.12052866,4.1201115
20120108T0000,6.5105286,4.1205287,5.3030286
20120109T0000,6.6705284,2.9905286,4.8559456
20120110T0000,8.540529,3.9205287,6.422196
20120111T0000,6.5305285,0.90052867,3.476362
20120112T0000,7.3805285,-0.009471342,2.546362
20120113T0000,5.6205287,0.09052865,3.3642788
20120114T0000,5.2305284,-2.7694714,0.46594536
20120115T0000,4.7505283,-3.7694714,-0.5507216
20120116T0000,3.4505286,-4.9794717,-1.7761383
20120117T0000,4.1605287,-4.8794713,-0.61530465
20120118T0000,5.4005284,-0.88947135,1.9459451
20120119T0000,11.060529,0.25052866,6.9926114
20120120T0000,9.630529,5.2805285,6.636778
20120121T0000,10.260529,2.6405284,7.41303
20120122T0000,9.560529,5.5705285,7.2505283
20120123T0000,8.130529,5.2105284,6.5009446
20120124T0000,6.1405287,3.8305285,4.7109447
20120125T0000,7.2405286,2.4805286,4.7196956
20120126T0000,8.470529,0.010528658,4.483029
20120127T0000,7.7805285,3.7205286,5.9451118
20120128T0000,6.0905285,2.3905284,4.4717784
20120129T0000,5.3405285,-1.6794714,2.5113623
20120130T0000,4.3605285,-2.2094715,0.81052846
20120131T0000,4.0905285,-1.8594713,1.2446953
20120201T0000,1.1605287,-4.3394713,-1.8973881
20120202T0000,-2.3094714,-5.9494715,-3.9465542
20120203T0000,-3.3094714,-9.559471,-6.4228044
20120204T0000,-3.7094715,-12.519471,-7.6415544
20120205T0000,-2.4294715,-10.909471,-6.9736385
20120206T0000,-3.3094714,-11.509471,-7.027804
20120207T0000,-4.3894715,-11.649471,-7.0628047
20120208T0000,-0.7994713,-8.489471,-4.918221
20120209T0000,-0.4994713,-9.599471,-4.923638
20120210T0000,-2.1294715,-8.869471,-5.1203046
20120211T0000,-1.6494713,-8.769471,-5.2336383
20120212T0000,-0.59947133,-10.559471,-5.6569715
20120213T0000,1.1705287,-9.139471,-3.691554
20120214T0000,4.3205285,-3.8494716,0.8292785
20120215T0000,5.0805287,0.68052864,2.6271954
20120216T0000,5.4005284,0.74052864,3.0913618
20120217T0000,6.9005284,0.19052866,3.0871952
20120218T0000,9.790529,1.0805286,4.9559455
20120219T0000,6.7705283,1.1305287,4.8196955
20120220T0000,5.5005283,-2.1594715,1.083862
20120221T0000,4.5705285,-3.4594715,0.28552866
20120222T0000,6.7705283,-1.6094713,2.8492785
20120223T0000,8.110529,2.3605285,5.265528
20120224T0000,12.880529,4.1605287,7.9296966
20120225T0000,10.660529,7.3305287,8.466779
20120226T0000,8.230529,2.2505286,5.917195
20120227T0000,8.480529,1.2505287,4.793863
20120228T0000,11.250529,3.0205286,6.845945
20120229T0000,13.840529,3.4205287,8.205946
20120301T0000,14.840529,4.790529,9.897613
20120302T0000,16.15053,7.2405286,11.644279
20120303T0000,15.460529,6.7105284,11.389279
20120304T0000,13.770529,4.7805285,9.581362
20120305T0000,9.910529,2.5405285,5.079695
20120306T0000,8.970529,0.39052868,4.4821954
20120307T0000,10.8005295,1.1105287,5.4263625
20120308T0000,6.5505285,3.1205285,4.928862
20120309T0000,9.950529,0.06052866,4.3834453
20120310T0000,11.070529,1.7005286,5.6446958
20120311T0000,10.220529,3.7105286,7.2234454
20120312T0000,12.950529,2.0305285,7.5492797
20120313T0000,14.180529,3.4605286,7.9884467
20120314T0000,14.910529,3.2105286,8.813445
20120315T0000,17.81053,3.0405285,11.018028
20120316T0000,17.750528,6.1905284,12.468029
20120317T0000,17.82053,6.9405284,12.5730295
20120318T0000,10.350529,5.4005284,7.0538616
20120319T0000,9.040529,4.4105287,6.795529
20120320T0000,12.610529,1.5005287,6.8292785
20120321T0000,16.240528,2.5705285,9.713027
20120322T0000,16.440529,5.1105285,11.119279
20120323T0000,17.72053,4.5005283,11.784279
20120324T0000,17.82053,8.200529,13.00053
20120325T0000,18.13053,7.040529,12.323445
20120326T0000,17.82053,5.2005286,11.108861
20120327T0000,17.13053,5.8805285,10.969276
20120328T0000,18.940529,6.3705287,12.052613
20120329T0000,17.940529,8.280529,13.029696
20120330T0000,14.560529,7.6005287,11.161778
20120331T0000,15.620529,7.2105284,11.010112
20120401T0000,12.840529,3.7705286,7.5009456
20120402T0000,16.740528,1.8405286,9.566361
20120403T0000,16.840528,7.9805284,12.46178
20120404T0000,12.900529,8.660529,10.616778
20120405T0000,11.810529,7.2605286,9.660529
20120406T0000,14.230529,5.3905287,10.074279
20120407T0000,11.220529,6.5305285,8.905946
20120408T0000,7.790529,2.5105286,5.2976127
20120409T0000,12.970529,1.8505287,7.4184456
20120410T0000,16.21053,8.230529,12.379279
20120411T0000,11.810529,6.9105287,9.319695
20120412T0000,11.730529,5.5705285,8.912195
20120413T0000,13.560529,3.9405286,8.362195
20120414T0000,12.660529,3.9305286,8.335944
20120415T0000,10.030529,5.4305286,7.9259467
20120416T0000,9.910529,4.7105284,6.9959464
20120417T0000,12.110529,0.37052867,6.819696
20120418T0000,13.190529,6.1905284,9.405529
20120419T0000,12.030529,2.7405286,8.50178
20120420T0000,10.990529,5.0905285,8.4030285
20120421T0000,12.880529,4.2205286,8.845112
20120422T0000,10.040529,4.7805285,7.528029
20120423T0000,14.810529,4.3305287,9.330112
20120424T0000,11.0505295,6.7205286,8.880528
20120425T0000,16.06053,2.4805286,10.739696
20120426T0000,21.90053,8.190529,15.015531
20120427T0000,24.000528,10.380529,17.107613
20120428T0000,27.350529,12.570529,19.573444
20120429T0000,21.500528,13.840529,16.727196
20120430T0000,21.600529,12.420529,16.958445
20120501T0000,19.020529,9.870529,14.601363
20120502T0000,17.520529,10.850529,14.180945
20120503T0000,19.000528,7.1605287,13.750945
20120504T0000,21.47053,10.870529,16.314693
20120505T0000,17.000528,10.500529,13.355527
20120506T0000,14.930529,9.110529,11.9463625
20120507T0000,15.910529,8.840529,12.630944
20120508T0000,21.57053,8.520529,14.598862
20120509T0000,19.500528,11.400529,16.022194
20120510T0000,26.31053,12.950529,20.092196
20120511T0000,28.030529,17.410528,22.73303
20120512T0000,18.90053,10.990529,13.184696
20120513T0000,15.260529,3.8005285,10.650112
20120514T0000,16.82053,3.7105286,11.11803
20120515T0000,12.440529,4.8005285,9.120944
20120516T0000,9.880529,4.0905285,7.4055276
20120517T0000,16.670528,3.1905286,10.361779
20120518T0000,18.340528,8.320529,12.880946
20120519T0000,23.46053,11.220529,17.799696
20120520T0000,23.70053,11.290529,17.272612
20120521T0000,19.240528,13.450529,15.838029
20120522T0000,20.780529,11.420529,16.510946
20120523T0000,20.37053,14.570529,17.704277
20120524T0000,26.910528,14.970529,19.666779
20120525T0000,23.410528,13.660529,17.758032
20120526T0000,23.090528,10.860529,16.604279
20120527T0000,21.250528,9.780529,16.296778
20120528T0000,22.14053,12.320529,17.713863
20120529T0000,23.340528,14.000529,19.026361
20120530T0000,24.250528,14.570529,19.651777
20120531T0000,23.64053,15.5505295,19.15678
20120601T0000,20.79053,14.730529,17.766779
20120602T0000,24.430529,12.580529,18.894695
20120603T0000,23.06053,14.760529,18.531363
20120604T0000,17.32053,12.830529,15.375527
20120605T0000,17.71053,7.6205287,13.51178
20120606T0000,19.270529,12.610529,16.230114
20120607T0000,26.12053,14.680529,19.84928
20120608T0000,18.280529,13.830529,15.889694
20120609T0000,19.05053,11.760529,15.457196
20120610T0000,18.40053,11.960529,15.05178
20120611T0000,17.40053,12.170529,15.24178
20120612T0000,14.260529,11.900529,13.190946
20120613T0000,14.980529,9.540529,13.235946
20120614T0000,20.46053,9.5505295,15.491779
20120615T0000,25.80053,11.960529,19.956778
20120616T0000,27.29053,15.610529,21.895945
20120617T0000,23.57053,15.980529,19.938862
20120618T0000,27.690529,15.160529,22.071363
20120619T0000,27.40053,16.73053,21.319696
20120620T0000,21.38053,18.05053,19.914278
20120621T0000,27.250528,15.890529,21.135529
20120622T0000,21.05053,13.360529,17.773443
20120623T0000,22.530529,13.830529,18.400946
20120624T0000,24.490528,14.0505295,19.460945
20120625T0000,20.82053,15.910529,17.894281
20120626T0000,21.030529,13.660529,17.601362
20120627T0000,25.500528,14.690529,20.45511
20120628T0000,29.850529,17.15053,23.66178
20120629T0000,32.19053,19.56053,26.351362
20120630T0000,29.000528,19.240528,24.20803
20120701T0000,21.13053,13.860529,16.891779
20120702T0000,18.740528,13.120529,15.827613
20120703T0000,21.37053,15.180529,18.250113
20120704T0000,25.180529,15.180529,20.879698
20120705T0000,27.500528,17.55053,22.180946
20120706T0000,22.280529,14.400529,18.477198
20120707T0000,25.010529,15.980529,20.10511
20120708T0000,23.340528,16.000528,19.454279
20120709T0000,23.020529,13.380529,18.833864
20120710T0000,23.71053,15.210529,19.538446
20120711T0000,20.64053,14.440529,17.78261
20120712T0000,19.360529,11.290529,16.359697
20120713T0000,22.930529,14.370529,18.825945
20120714T0000,20.13053,15.530529,18.097612
20120715T0000,15.880529,11.060529,14.226363
20120716T0000,20.080528,9.160529,15.485531
20120717T0000,21.510529,13.8005295,18.280111
20120718T0000,26.510529,12.870529,20.096777
20120719T0000,22.160528,16.850529,19.904696
20120720T0000,18.46053,14.090529,15.909279
20120721T0000,17.89053,11.330529,14.922198
20120722T0000,20.57053,9.220529,14.771779
20120723T0000,23.06053,8.090529,16.035112
20120724T0000,26.510529,12.020529,20.089277
20120725T0000,28.920528,18.770529,23.244696
20120726T0000,30.38053,18.15053,24.438032
20120727T0000,31.750528,20.72053,26.017614
20120728T0000,22.89053,19.090528,21.275528
20120729T0000,21.64053,17.46053,19.112196
20120730T0000,22.81053,11.990529,18.242609
20120731T0000,24.440529,15.0505295,20.23428
20120801T0000,29.23053,15.900529,22.800531
20120802T0000,25.45053,18.500528,22.542198
20120803T0000,23.47053,16.95053,20.446363
20120804T0000,25.830528,17.000528,21.428446
20120805T0000,25.500528,17.660528,20.66428
20120806T0000,20.07053,13.880529,17.323446
20120807T0000,21.31053,11.770529,17.368444
20120808T0000,23.37053,13.8005295,18.25178
20120809T0000,24.670528,14.280529,19.49511
20120810T0000,23.930529,14.250529,18.780945
20120811T0000,24.22053,12.240529,17.730944
20120812T0000,24.860529,13.380529,18.678446
20120813T0000,23.56053,14.900529,19.719696
20120814T0000,26.340528,16.98053,21.840525
20120815T0000,30.990528,16.12053,23.70553
20120816T0000,23.96053,17.54053,20.947613
20120817T0000,26.56053,15.480529,21.490946
20120818T0000,30.110529,18.29053,24.264696
20120819T0000,31.740528,17.64053,25.319283
20120820T0000,31.38053,21.940529,26.861359
20120821T0000,31.610529,20.280529,26.52803
20120822T0000,26.38053,18.750528,23.711782
20120823T0000,26.670528,16.440529,20.980528
20120824T0000,24.350529,17.760529,20.587196
20120825T0000,24.490528,18.14053,20.979696
20120826T0000,19.260529,12.580529,16.47803
20120827T0000,22.79053,12.130529,17.206778
20120828T0000,24.860529,13.330529,19.335112
20120829T0000,27.55053,15.3005295,21.87678
20120830T0000,18.740528,15.420529,17.369696
20120831T0000,15.460529,11.520529,13.433864
20120901T0000,17.07053,9.660529,13.306778
20120902T0000,20.12053,9.910529,15.248031
20120903T0000,23.860529,11.660529,17.61928
20120904T0000,24.80053,13.310529,18.685114
20120905T0000,23.410528,13.090529,18.324278
20120906T0000,21.89053,11.620529,16.425528
20120907T0000,23.030529,12.330529,17.32011
20120908T0000,24.95053,13.080529,19.178862
20120909T0000,26.860529,14.270529,20.75553
20120910T0000,26.47053,17.46053,21.992193
20120911T0000,25.080528,17.280529,20.45053
20120912T0000,15.810529,10.520529,13.14553
20120913T0000,16.32053,7.7105284,12.321364
20120914T0000,19.100529,8.410529,13.751779
20120915T0000,19.330528,10.950529,14.843448
20120916T0000,21.70053,10.010529,15.979695
20120917T0000,22.920528,14.200529,18.621363
20120918T0000,23.72053,14.370529,18.105946
20120919T0000,15.950529,10.910529,14.025945
20120920T0000,16.680529,7.540529,12.459279
20120921T0000,23.23053,8.000528,15.367614
20120922T0000,16.65053,13.740529,15.078031
20120923T0000,24.690529,11.110529,17.104277
20120924T0000,20.05053,12.190529,15.756363
20120925T0000,22.14053,11.120529,15.630946
20120926T0000,17.15053,10.330529,12.948445
20120927T0000,17.81053,8.030529,12.617195
20120928T0000,17.740528,8.160529,12.763446
20120929T0000,17.110529,11.540529,13.94303
20120930T0000,17.080528,7.8805285,12.562612
20121001T0000,16.420528,11.880529,13.653446
20121002T0000,18.090528,9.770529,13.918862
20121003T0000,19.670528,10.980529,15.391364
20121004T0000,19.670528,12.860529,15.448029
20121005T0000,21.990528,10.830529,16.202196
20121006T0000,22.90053,9.8005295,17.459696
20121007T0000,17.170528,12.000529,14.889694
20121008T0000,17.500528,8.540529,13.392613
20121009T0000,17.780529,11.820529,16.055529
20121010T0000,13.380529,10.480529,12.249696
20121011T0000,18.20053,11.710529,14.733861
20121012T0000,16.07053,9.790529,13.325528
20121013T0000,15.980529,7.1905284,11.153445
20121014T0000,17.87053,7.3005285,12.251362
20121015T0000,11.270529,4.9305286,8.137612
20121016T0000,16.13053,2.8905284,9.403028
20121017T0000,20.14053,8.590529,13.741361
20121018T0000,20.830528,3.3005285,12.115112
20121019T0000,23.160528,4.7205286,14.10553
20121020T0000,22.97053,9.150529,15.541778
20121021T0000,23.31053,9.250529,16.282612
20121022T0000,21.95053,13.340529,17.113861
20121023T0000,14.700529,5.9905286,11.197196
20121024T0000,14.220529,2.9605286,9.84553
20121025T0000,15.440529,3.1805286,10.075946
20121026T0000,13.440529,5.0505285,10.098447
20121027T0000,7.0605288,0.41052866,2.4734447
20121028T0000,4.5305285,-0.90947133,1.8563623
20121029T0000,5.7605286,-2.0494714,1.7871953
20121030T0000,10.330529,2.0805285,5.9855285
20121031T0000,11.470529,1.1505287,6.575112
20121101T0000,13.340529,6.2105284,9.465112
20121102T0000,13.400529,5.3805285,9.5921955
20121103T0000,17.56053,9.400529,13.316363
20121104T0000,17.350529,7.7605286,11.701362
20121105T0000,10.610529,6.2405286,8.402613
20121106T0000,8.240529,4.0305285,6.358862
20121107T0000,10.500529,2.0905285,6.7388625
20121108T0000,11.420529,4.8805285,8.09178
20121109T0000,14.280529,4.5305285,9.538445
20121110T0000,15.080529,8.200529,10.817196
20121111T0000,10.330529,8.750529,9.3109455
20121112T0000,8.470529,4.8105288,6.447195
20121113T0000,9.140529,3.5805285,5.718862
20121114T0000,11.180529,3.1505284,6.5317783
20121115T0000,9.190529,2.7905285,5.3617783
20121116T0000,9.730529,3.0305285,6.118446
20121117T0000,11.870529,4.1305285,7.8384457
20121118T0000,12.260529,5.3105288,9.110112
20121119T0000,10.510529,4.4205284,7.857611
20121120T0000,9.600529,1.0605286,5.372612
20121121T0000,11.810529,0.30052868,6.153862
20121122T0000,10.400529,6.4505286,8.546779
20121123T0000,12.420529,3.6205285,8.794278
20121124T0000,13.400529,6.3105288,9.52053
20121125T0000,12.890529,8.400529,10.609696
20121126T0000,10.410529,7.5105286,8.900946
20121127T0000,7.9905286,4.9305286,6.6342773
20121128T0000,6.4905286,4.0905285,5.352612
20121129T0000,5.2405286,1.2205287,3.296362
20121130T0000,4.2505283,-0.7294713,1.2234453
20121201T0000,3.0605285,-3.2094715,-0.27155465
20121202T0000,2.9105287,-2.9594715,0.31969532
20121203T0000,5.9405284,-3.8594716,1.2521952
20121204T0000,7.5505285,2.6605287,4.408862
20121205T0000,4.0905285,0.30052868,2.2384455
20121206T0000,1.7805287,-2.4194715,0.32386205
20121207T0000,2.1405284,-2.8894715,-0.3815548
20121208T0000,1.7705287,-5.0894713,-1.6682215
20121209T0000,2.0505285,-5.0794716,-1.119471
20121210T0000,3.6005285,-1.3594713,2.2271953
20121211T0000,1.1105287,-2.6594715,-0.8090547
20121212T0000,-0.47947133,-5.8394713,-3.4153051
20121213T0000,3.6005285,-5.9994717,-1.5394716
20121214T0000,7.8405285,0.98052865,3.3592787
20121215T0000,9.890529,3.5605285,7.5788617
20121216T0000,8.980529,6.9205284,7.9405293
20121217T0000,9.200529,5.4705286,7.1534457
20121218T0000,7.6605287,4.1905284,5.4755282
20121219T0000,6.2205286,2.3605285,3.9392786
20121220T0000,4.0305285,-0.36947134,2.2567787
20121221T0000,9.0505295,4.1505284,7.211361
20121222T0000,10.350529,4.7205286,6.4767785
20121223T0000,15.990529,10.690529,12.959695
20121224T0000,15.100529,5.7505283,10.039695
20121225T0000,14.3005295,4.8705287,9.653445
20121226T0000,8.910529,5.7705283,7.614694
20121227T0000,11.560529,6.5205283,8.100113
20121228T0000,9.260529,4.9205284,7.1188617
20121229T0000,11.140529,1.5705286,6.153446
20121230T0000,9.220529,5.4605284,7.436362
20121231T0000,9.280529,0.66052866,4.920112
20130101T0000,7.9605284,0.65052867,4.2363625
20130102T0000,6.4405284,2.0905285,4.3492785
20130103T0000,8.330529,1.2305287,4.9242787
20130104T0000,11.130529,5.5005283,8.105112
20130105T0000,8.160529,4.1705284,6.4055276
20130106T0000,7.4105287,2.1205285,4.4546957
20130107T0000,8.860529,0.61052865,4.298862
20130108T0000,8.580529,-0.32947135,4.380112
20130109T0000,8.230529,2.2005286,4.3546953
20130110T0000,5.8705287,2.3005285,4.3092785
20130111T0000,5.7505283,1.2405287,3.9855287
20130112T0000,5.7805285,-0.56947136,2.9026117
20130113T0000,4.7705283,0.16052866,2.8001118
20130114T0000,2.5005286,-1.6994714,-0.11905468
20130115T0000,3.0105286,-2.4094715,0.1696953
20130116T0000,0.56052864,-3.5994716,-1.829055
20130117T0000,-0.25947133,-4.9094715,-1.9590545
20130118T0000,1.2305287,-5.459471,-1.7740545
20130119T0000,2.8905284,-3.2794714,0.10011175
20130120T0000,4.8605285,-0.24947134,2.3705285
20130121T0000,6.2505283,-0.7494713,2.391362
20130122T0000,5.2605286,0.31052867,2.6876123
20130123T0000,5.4805284,-1.6194713,1.0542785
20130124T0000,3.7805285,-1.8694713,0.5784453
20130125T0000,1.5405287,-3.5494714,-1.6036382
20130126T0000,4.9005284,-4.4894714,-0.2944713
20130127T0000,7.5205283,-2.5294714,3.2242787
20130128T0000,10.160529,3.2905285,6.090112
20130129T0000,11.870529,5.4705286,9.108861
20130130T0000,16.37053,10.030529,12.7709465
20130131T0000,13.110529,2.9005284,9.168862
20130201T0000,12.880529,7.8005285,9.974696
20130202T0000,9.990529,0.90052867,4.731362
20130203T0000,5.4805284,-0.059471346,2.430112
20130204T0000,9.180529,3.1705287,6.178862
20130205T0000,8.650529,0.53052866,6.4676113
20130206T0000,5.7205286,0.5205287,2.7763622
20130207T0000,3.8105285,-1.9694713,0.8005286
20130208T0000,2.5505285,-1.9894713,0.506362
20130209T0000,1.3805287,-4.1594715,-0.9040547
20130210T0000,1.5305287,-7.8094716,-2.6198883
20130211T0000,7.7705283,-3.3194714,1.3417784
20130212T0000,3.8805285,-1.5594714,0.6392786
20130213T0000,2.3605285,-4.6394715,-1.2532215
20130214T0000,4.1805286,-5.1694713,-0.37405482
20130215T0000,6.2605286,1.6805286,3.8126116
20130216T0000,7.3605285,1.2505287,3.6146955
20130217T0000,7.790529,-0.8594713,3.0142784
20130218T0000,7.7205286,-1.1294713,2.8926117
20130219T0000,9.450529,-0.47947133,4.165945
20130220T0000,5.7005286,0.17052865,3.3246953
20130221T0000,3.3205285,-2.0794713,0.2805286
20130222T0000,1.6405287,-3.6594715,-0.9953046
20130223T0000,1.8905287,-4.5094714,-1.2319714
20130224T0000,1.4905287,-3.8094714,-1.268638
20130225T0000,3.8905284,-4.1394715,0.08094537
20130226T0000,7.4405284,-4.2194715,1.5671955
